Manufacturer,Manufacturer Color,Manufacturer Color Number,glueboss color name,Glue Boss Color Number,glueboss color volusion id,transparency,red,green,blue,transparency Rating,Text Color 0black 1white,Color Status
Affinity,Vitality,ES-28,Natural,4214,147,89,255,255,255,3,0,Primary
Affinity,Volcanic Amber,SL-131,Clear,4000,121,50,253,253,252,1,0,Primary
Affinity,Western Slate,SL-75,Camel,4610,0,0,0,0,0,0,1,Primary
Affinity,Winter Frost,SL-53,Canvas,4112,117,100,234,237,227,3.5,0,Primary
Affinity,Zinc Blende,SL-98,Cream,4232,127,100,211,201,177,4,0,Primary
Allen & Roth Quartz,Alloy,,Pearl,4510,151,80,220,220,220,3.5,0,Primary
Allen & Roth Quartz,Angel Ash,,Pearl,4510,151,80,220,220,220,3.5,0,Primary
Allen & Roth Quartz,Ash,,Midnight,4532,143,100,0,0,0,4,1,Primary
Allen & Roth Quartz,Brockeye,,Toffee,4318,166,100,136,107,84,2.5,1,Primary
Allen & Roth Quartz,Chelan,,Beach,4230,112,100,208,186,148,3,0,Primary
Allen & Roth Quartz,Coho,,Lava,4521,139,100,87,86,77,4.5,1,Primary
Allen & Roth Quartz,Cortina,,,Call,,,,,,,0,
Allen & Roth Quartz,Ellensburg,,,Call,,,,,,,0,
Allen & Roth Quartz,Fairway Rock,,Mesa,4604,142,93,39,33,29,4,1,Primary
Allen & Roth Quartz,Fairway Rock,,Toffee,4318,166,100,136,107,84,2.5,1,Primary
Allen & Roth Quartz,Grand Pacific,,Dune,4310,128,100,199,173,139,3.5,0,Primary
Allen & Roth Quartz,Gruene,,Dune,4310,128,100,199,173,139,3.5,0,Primary
Allen & Roth Quartz,Inverness,,,Call,,,,,,,0,
Allen & Roth Quartz,Javasti,,,Call,,,,,,,0,
Allen & Roth Quartz,Kamari,,Beach,4230,112,100,208,186,148,3,0,Alternate
Allen & Roth Quartz,Kelsey Creek,,,Call,,,,,,,0,
Allen & Roth Quartz,Kenai Red,,Auburn,4330,111,100,71,58,57,5,1,Primary
Allen & Roth Quartz,Magnolia Grove,,,Call,,,,,,,0,
Allen & Roth Quartz,Magnuson,,,Call,,,,,,,0,
Allen & Roth Quartz,Mckinley,,Dune,4310,128,100,199,173,139,3.5,0,Primary
Allen & Roth Quartz,Mckinley,,Latte,4312,138,100,165,144,113,4,0,Alternate
Allen & Roth Quartz,Montlake,,,Call,,,,,,,0,
Allen & Roth Quartz,Nutmeg,,Cream,4232,127,100,211,201,177,4,0,Primary
Allen & Roth Quartz,Oswego,,,Call,,,,,,,0,
Allen & Roth Quartz,Palouse,,,Call,,,,,,,0,
Allen & Roth Quartz,Powderhorn,,Glacier,4111,134,90,253,253,252,3,0,Primary
Allen & Roth Quartz,Saffron,,Beige,4228,113,100,211,189,151,3,0,Primary
Allen & Roth Quartz,Sammamish,,,Call,,,,,,,0,
Allen & Roth Quartz,Smokey Basin,,Pearl,4510,151,80,220,220,220,3.5,0,Primary
Allen & Roth Quartz,Smokey Basin,,Prairie,4516,153,90,137,139,123,3.5,0,Alternate
Allen & Roth Quartz,Sugarbrush,,Marble,4106,141,88,246,246,244,3.5,0,Primary
Allen & Roth Quartz,Sugarbrush,,Fog,4200,133,88,250,250,248,2.5,0,Primary
Allen & Roth Quartz,Tacana,,Roast,4332,155,92,53,48,43,4.5,1,Primary
Allen & Roth Quartz,Vashon,,,Call,,,,,,,0,
Allen & Roth Quartz,Wheat,,Beach,4230,112,100,208,186,148,3,0,Primary
Allen & Roth Quartz,Whidbey,,Pudding,4606,154,88,45,39,18,3,1,Primary
Allen & Roth Solid Surface,Alpine Ridge,,Toffee,4318,166,100,136,107,84,2.5,1,Primary
Allen & Roth Solid Surface,Alpine Ridge,,Misty,4220,145,84,231,234,224,2.5,0,Alternate
Allen & Roth Solid Surface,Antiquity,,Misty,4220,145,84,231,234,224,2.5,0,Primary
Allen & Roth Solid Surface,Antiquity,,Toffee,4318,166,100,136,107,84,2.5,1,Primary
Allen & Roth Solid Surface,Austin Rock,,,Call,,,,,,,0,
Allen & Roth Solid Surface,Bay Leaf,,Prairie,4516,153,90,137,139,123,3.5,0,Primary
Allen & Roth Solid Surface,Bay Leaf,,Misty,4220,145,84,231,234,224,2.5,0,Alternate
Allen & Roth Solid Surface,Beechnut,,Natural,4214,147,89,255,255,255,3,0,Primary
Allen & Roth Solid Surface,Beechnut,,Natural,4214,147,89,255,255,255,3,0,Primary
Allen & Roth Solid Surface,Bisque,,Creamy,4707,0,0,0,0,0,0,1,Primary
Allen & Roth Solid Surface,Bisque,,Creamy,4707,0,0,0,0,0,0,1,Primary
Allen & Roth Solid Surface,Black Tie,,Midnight,4532,143,100,0,0,0,4,1,Primary
Allen & Roth Solid Surface,Black Tie,,Midnight,4532,143,100,0,0,0,4,1,Alternate
Allen & Roth Solid Surface,Brilliant White,,Chalk,4100,119,100,253,253,252,4,0,Primary
Allen & Roth Solid Surface,Brilliant White,,Chalk,4100,119,100,253,253,252,4,0,Primary
Allen & Roth Solid Surface,Catalina,,Natural,4214,147,89,255,255,255,3,0,Primary
Allen & Roth Solid Surface,Catalina,,Beige,4228,113,100,211,189,151,3,0,Primary
Allen & Roth Solid Surface,Chalk White,,Natural,4214,147,89,255,255,255,3,0,Primary
Allen & Roth Solid Surface,Chalk White,,Natural,4214,147,89,255,255,255,3,0,Primary
Allen & Roth Solid Surface,Coral Swarm,,Cream,4232,127,100,211,201,177,4,0,Primary
Allen & Roth Solid Surface,Coral Swarm,,Cream,4232,127,100,211,201,177,4,0,Primary
Allen & Roth Solid Surface,Dew,,Ice,4218,136,8,231,234,224,1.5,0,Primary
Allen & Roth Solid Surface,Dew,,Ice,4218,136,8,231,234,224,1.5,0,Primary
Allen & Roth Solid Surface,Espresso,,Chocolate,4324,120,100,52,33,0,3,1,Primary
Allen & Roth Solid Surface,Espresso,,Chocolate,4324,120,100,52,33,0,3,1,Primary
Allen & Roth Solid Surface,Gravel Tan,,Misty,4220,145,84,231,234,224,2.5,0,Primary
Allen & Roth Solid Surface,Gravel Tan,,Dune,4310,128,100,199,173,139,3.5,0,Primary
Allen & Roth Solid Surface,Hamilton,,,Call,,,,,,,0,
Allen & Roth Solid Surface,Kemah,,,Call,,,,,,,0,
Allen & Roth Solid Surface,Kitsap,,,Call,,,,,,,0,
Allen & Roth Solid Surface,Mendenhall,,,Call,,,,,,,0,
Allen & Roth Solid Surface,Mist,,Misty,4220,145,84,231,234,224,2.5,0,Primary
Allen & Roth Solid Surface,Mist,,Misty,4220,145,84,231,234,224,2.5,0,Alternate
Allen & Roth Solid Surface,Nexus,,Dune,4310,128,100,199,173,139,3.5,0,Primary
Allen & Roth Solid Surface,Nexus,,Natural,4214,147,89,255,255,255,3,0,Primary
Allen & Roth Solid Surface,Overlake,,,Call,,,,,,,0,
Allen & Roth Solid Surface,Palladian,,Natural,4214,147,89,255,255,255,3,0,Primary
Allen & Roth Solid Surface,Palladian,,Natural,4214,147,89,255,255,255,3,0,Primary
Allen & Roth Solid Surface,Pebble,,Natural,4214,147,89,255,255,255,3,0,Primary
Allen & Roth Solid Surface,Pebble,,Dune,4310,128,100,199,173,139,3.5,0,Primary
Allen & Roth Solid Surface,Pink Sand,,Natural,4214,147,89,255,255,255,3,0,Primary
Allen & Roth Solid Surface,Pink Sand,,Natural,4214,147,89,255,255,255,3,0,Primary
Allen & Roth Solid Surface,River Rock,,Ice,4218,136,8,231,234,224,1.5,0,Alternate
Allen & Roth Solid Surface,River Rock,,Pudding,4606,154,88,45,39,18,3,1,Alternate
Allen & Roth Solid Surface,Rocky Sand,,Misty,4220,145,84,231,234,224,2.5,0,Primary
Allen & Roth Solid Surface,Rocky Sand,,Misty,4220,145,84,231,234,224,2.5,0,Alternate
Allen & Roth Solid Surface,Sanctuary,,Natural,4214,147,89,255,255,255,3,0,Primary
Allen & Roth Solid Surface,Sanctuary,,Sand,4216,157,95,255,244,233,2.5,0,Alternate
Allen & Roth Solid Surface,Sandy White,,Natural,4214,147,89,255,255,255,3,0,Primary
Allen & Roth Solid Surface,Sandy White,,Natural,4214,147,89,255,255,255,3,0,Primary
Allen & Roth Solid Surface,Shady Acres,,,Call,,,,,,,0,
Allen & Roth Solid Surface,Sidewalk,,Natural,4214,147,89,255,255,255,3,0,Primary
Allen & Roth Solid Surface,Sidewalk,,Dune,4310,128,100,199,173,139,3.5,0,Alternate
Allen & Roth Solid Surface,Slate,,Ice,4218,136,8,231,234,224,1.5,0,Primary
Allen & Roth Solid Surface,Slate,,Mesa,4604,142,93,39,33,29,4,1,Primary
Allen & Roth Solid Surface,Slate Sage,,Pudding,4606,154,88,45,39,18,3,1,Primary
Allen & Roth Solid Surface,Slate Sage,,Ice,4218,136,8,231,234,224,1.5,0,Alternate
Allen & Roth Solid Surface,Soft White,,Marble,4106,141,88,246,246,244,3.5,0,Primary
Allen & Roth Solid Surface,Soft White,,Marble,4106,141,88,246,246,244,3.5,0,Alternate
Allen & Roth Solid Surface,Sunwashed,,Natural,4214,147,89,255,255,255,3,0,Primary
Allen & Roth Solid Surface,Sunwashed,,Beige,4228,113,100,211,189,151,3,0,Primary
Allen & Roth Solid Surface,Terra Cotta,,Ice,4218,136,8,231,234,224,1.5,0,Primary
Allen & Roth Solid Surface,Terra Cotta,,Rust,4424,156,91,118,62,31,4,1,Primary
Allen & Roth Solid Surface,Toffee,,Cocoa,4323,124,100,45,26,15,0,1,Primary
Allen & Roth Solid Surface,Toffee,,Cocoa,4323,124,100,45,26,15,0,1,Primary
Allen & Roth Solid Surface,White,,Winter,4101,171,90,253,253,252,3,0,Primary
Allen & Roth Solid Surface,White,,Winter,4101,171,90,253,253,252,3,0,Primary
Allen & Roth Solid Surface,Wildflower,,Ice,4218,136,8,231,234,224,1.5,0,Primary
Allen & Roth Solid Surface,Wildflower,,Mesa,4604,142,93,39,33,29,4,1,Primary
Avonite,Adobe Brown,C1-1700,Mesa,4604,142,93,39,33,29,4,1,Alternate
Avonite,Algodon,F1-7713,Cloud,4118,122,98,250,250,248,3.5,0,Primary
Avonite,Alpine Shimmer,F1-8206,Fog,4200,133,88,250,250,248,2.5,0,Primary
Avonite,Amazon,K3-8460,Olive,4520,149,91,74,63,37,0,1,Primary
Avonite,Amber Glass,K3-8560,Clear,4000,121,50,253,253,252,1,0,Primary
Avonite,Antique Blue,F1-8258,Blue,4909,0,0,0,0,0,0,1,Primary
Avonite,Antique Glass,K3-8455,Clear,4000,121,50,253,253,252,1,0,Primary
Avonite,Argent,K3-8565,Shale,4525,159,95,32,32,20,4.5,1,Primary
Avonite,Arioso,F18852,Fog,4200,133,88,250,250,248,2.5,0,Primary
Avonite,Arroyo,F1-7936,Fawn,4316,131,100,148,125,96,3,0,Primary
Avonite,Artica,F1-9065,Cloud,4118,122,98,250,250,248,3.5,0,Primary
Avonite,Aspen,F1-9105,Cameo,4120,116,84,250,250,248,2.5,0,Primary
Avonite,Autumn Wheat,K3-7725,Ice,4218,136,8,231,234,224,1.5,0,Primary
Avonite,Avalanche,F1-7500,Cloud,4118,122,98,250,250,248,3.5,0,Primary
Avonite,Aztec Brown,K3-7700,Clear,4000,121,50,253,253,252,1,0,Primary
Avonite,Azul,F1-8284,Azul,4911,0,0,0,0,0,0,1,Primary
Avonite,Azurite,K3-8550,Clear,4000,121,50,253,253,252,1,0,Primary
Avonite,Back Roads,K1-6640,Midnight,4532,143,100,0,0,0,4,1,Primary
Avonite,Bayside,F1-7715,Natural,4214,147,89,255,255,255,3,0,Primary
Avonite,Biscotti,F1-9033,Beach,4230,112,100,208,186,148,3,0,Primary
Avonite,Black Coral,F1-9125,Midnight,4532,143,100,0,0,0,4,1,Primary
Avonite,Black Ice,K3-7100,Clear,4000,121,50,253,253,252,1,0,Primary
Avonite,Black Lava,F1-9020,Lava,4521,139,100,87,86,77,4.5,1,Primary
Avonite,Blue Moon,F1-7745,Pewter,4518,152,90,146,136,119,3.5,0,Alternate
Avonite,Blue Mountain,,,Call,,,,,,,0,
Avonite,Blue Pearl,K3-8000,Clear,4000,121,50,253,253,252,1,0,Primary
Avonite,Boardwalk,F1-7921,Natural,4214,147,89,255,255,255,3,0,Alternate
Avonite,Bone,F1-8010,Vanilla,4105,169,95,234,237,227,0,0,Primary
Avonite,Brazilian Blue,K3-8100,Clear,4000,121,50,253,253,252,1,0,Primary
Avonite,Bronze,F1-7830,Pudding,4606,154,88,45,39,18,3,1,Alternate
Avonite,Brown Sugar,K1-6641,Pudding,4606,154,88,45,39,18,3,1,Primary
Avonite,Brume,F1-8276,Brume,4904,0,0,0,0,0,0,1,Primary
Avonite,Cadenza,F1-8812,Dune,4310,128,100,199,173,139,3.5,0,Primary
Avonite,Café au Lait,F1-8272,Beach,4230,112,100,208,186,148,3,0,Primary
Avonite,Cairo,F1-9130,Beach,4230,112,100,208,186,148,3,0,Primary
Avonite,Canary,F1-7554,Sun,4615,0,0,0,0,0,0,1,Primary
Avonite,Carbon,F1-8282,Carbon,4912,0,0,0,0,0,0,1,Primary
Avonite,Cardamom,F1-8286,Putty,4908,0,0,0,0,0,0,1,Primary
Avonite,Casablanca,F1-9137,Natural,4214,147,89,255,255,255,3,0,Primary
Avonite,Cat Eye,K3-8330,Clear,4000,121,50,253,253,252,1,0,Primary
Avonite,Cavern,F1-7821,Pudding,4606,154,88,45,39,18,3,1,Alternate
Avonite,Cement,K3-8425,Thunder,4522,165,100,82,82,82,4.5,1,Primary
Avonite,Chocolate Silk,K3-8342,Clear,4000,121,50,253,253,252,1,0,Primary
Avonite,Cirrus,K3-8603,Clear,4000,121,50,253,253,252,1,0,Primary
Avonite,Cliffside,F1-7931,Fawn,4316,131,100,148,125,96,3,0,Primary
Avonite,Cloud,F1-8292,Fog,4200,133,88,250,250,248,2.5,0,Primary
Avonite,Coastal Green,,,Call,,,,,,,0,
Avonite,Coastline,F1-4310,Cameo,4120,116,84,250,250,248,2.5,0,Primary
Avonite,Cobalt Glass,K3-8485,Clear,4000,121,50,253,253,252,1,0,Primary
Avonite,Copper Canyon,K3-8570,Clear,4000,121,50,253,253,252,1,0,Primary
Avonite,Coppermine,K3-8490,Clear,4000,121,50,253,253,252,1,0,Primary
Avonite,Cordoba,F1-9234,Beach,4230,112,100,208,186,148,3,0,Primary
Avonite,Cosmic Penny,,,Call,,,,,,,0,
Avonite,CottonWood,K1-6600,Cloud,4118,122,98,250,250,248,3.5,0,Primary
Avonite,Cozumel,K3-8575,Cloud,4118,122,98,250,250,248,3.5,0,Primary
Avonite,Crater,,,Call,,,,,,,0,
Avonite,Crème,F1-8024,Malt,4624,0,0,0,0,0,0,1,Primary
Avonite,Crimsom,F1-8264,Fire,4621,0,0,0,0,0,0,1,Primary
Avonite,Crushed Lava,K3-8575,Ice,4218,136,8,231,234,224,1.5,0,Primary
Avonite,Cypress,F1-9085,Clear,4000,121,50,253,253,252,1,0,Primary
Avonite,Dakota Rust,K3-7900,Clear,4000,121,50,253,253,252,1,0,Primary
Avonite,Dark Bright,F1-7735,Pudding,4606,154,88,45,39,18,3,1,Primary
Avonite,Dark Roast,F1-7735,Pudding,4606,154,88,45,39,18,3,1,Primary
Avonite,Desert Ridge,K1-6635,Beige,4228,113,100,211,189,151,3,0,Primary
Avonite,Desert Tan,C1-2250,Cream,4232,127,100,211,201,177,4,0,Primary
Avonite,Driftwood,F1-9038,Cream,4232,127,100,211,201,177,4,0,Primary
Avonite,Eclipse,F1-8240,Midnight,4532,143,100,0,0,0,4,1,Primary
Avonite,El Cajon,F1-7933,Beach,4230,112,100,208,186,148,3,0,Primary
Avonite,Fargo,F1-9138,Natural,4214,147,89,255,255,255,3,0,Alternate
Avonite,Fondant,F1-8266,Roast,4332,155,92,53,48,43,4.5,1,Alternate
Avonite,Fresco,F1-8864,Fog,4200,133,88,250,250,248,2.5,0,Alternate
Avonite,Frosted Glass,K3-8480,Clear,4000,121,50,253,253,252,1,0,Primary
Avonite,Ginger,F1-7551,Beach,4230,112,100,208,186,148,3,0,
Avonite,Goldmine,K3-8495,Clear,4000,121,50,253,253,252,1,0,Primary
Avonite,Good Earth Red,F1-7940,Maroon,4613,0,0,0,0,0,0,1,Primary
Avonite,Green Apple,F1-8254,Apple,4907,0,0,0,0,0,0,1,Primary
Avonite,Gulf Coast,F1-7710,Stone,4222,164,85,214,204,186,3,0,Primary
Avonite,Hazelnut,F1-7557,Natural,4214,147,89,255,255,255,3,0,Primary
Avonite,High Desert,F1-9037,Natural,4214,147,89,255,255,255,3,0,Primary
Avonite,Honey Crunch,F1-4330,Fog,4200,133,88,250,250,248,2.5,0,Primary
Avonite,Icecap,F1-7550,Cameo,4120,116,84,250,250,248,2.5,0,Primary
Avonite,Infinity,F1-7845,Clear,4000,121,50,253,253,252,1,0,Primary
Avonite,Ivory,F1-8106,Natural,4214,147,89,255,255,255,3,0,Primary
Avonite,Jicama,K1-6625,Beach,4230,112,100,208,186,148,3,0,Primary
Avonite,Juneau,F1-9116,Fog,4200,133,88,250,250,248,2.5,0,Primary
Avonite,Jungle,F1-7553,Jungle,4905,0,0,0,0,0,0,1,Primary
Avonite,Jurassic,F1-7711,Fog,4200,133,88,250,250,248,2.5,0,Primary
Avonite,Kaleidoscope,K3-8200,Canvas,4112,117,100,234,237,227,3.5,0,Primary
Avonite,Khaki,F1-4330,Beige,4228,113,100,211,189,151,3,0,Primary
Avonite,Kokoura,F1-9117,Cloud,4118,122,98,250,250,248,3.5,0,Primary
Avonite,Kona,F1-9146,Mesa,4604,142,93,39,33,29,4,1,Primary
Avonite,Lagoon,F1-9061,Clear,4000,121,50,253,253,252,1,0,Primary
Avonite,Limestone,C1-1610,Stone,4222,164,85,214,204,186,3,0,Primary
Avonite,Malt,F1-7810,Natural,4214,147,89,255,255,255,3,0,Primary
Avonite,Mango,F1-8268,Mango,4906,0,0,0,0,0,0,1,Primary
Avonite,Marcato,F1-8836,Fog,4200,133,88,250,250,248,2.5,0,Primary
Avonite,Martian Sunset,,,Call,,,,,,,0,
Avonite,Meadow Grass,F1-7730,Prairie,4516,153,90,137,139,123,3.5,0,Alternate
Avonite,Mesa Brown,F1-9040,Mesa,4604,142,93,39,33,29,4,1,Primary
Avonite,Midnight Sky,G3-1050,Midnight,4532,143,100,0,0,0,4,1,Alternate
Avonite,Moon Crystal,F1-7501,Fog,4200,133,88,250,250,248,2.5,0,Primary
Avonite,Moon Dust,K3-6615,Sonora,4317,163,100,172,157,135,0,0,Primary
Avonite,Morning Tundra,F1-7503,Natural,4214,147,89,255,255,255,3,0,Primary
Avonite,Moss Frost,K3-8310,Clear,4000,121,50,253,253,252,1,0,Primary
Avonite,Neptune,K3-8601,Clear,4000,121,50,253,253,252,1,0,Primary
Avonite,New Caldron,K3-8320,Clear,4000,121,50,253,253,252,1,0,Primary
Avonite,New Castle,F1-7920,Lava,4521,139,100,87,86,77,4.5,1,Alternate
Avonite,Night Pearl,K3-8580,Midnight,4532,143,100,0,0,0,4,1,Primary
Avonite,Night Shadow,F1-9024,Midnight,4532,143,100,0,0,0,4,1,Primary
Avonite,Nordic,F1-9119,Fog,4200,133,88,250,250,248,2.5,0,Primary
Avonite,Nougat,K3-8500,Canvas,4112,117,100,234,237,227,3.5,0,Primary
Avonite,Olivine,F1-9154,Olive,4520,149,91,74,63,37,0,1,Primary
Avonite,Orange Zest,F1-7552,Mandarin,4619,0,0,0,0,0,0,1,Primary
Avonite,Painted Desert,F1-7740,Misty,4220,145,84,231,234,224,2.5,0,Primary
Avonite,Palermo,F1-9144,Beige,4228,113,100,211,189,151,3,0,Primary
Avonite,Palm Desert,K1-6638,Misty,4220,145,84,231,234,224,2.5,0,Primary
Avonite,Pearl,K3-8343,Misty,4220,145,84,231,234,224,2.5,0,Primary
Avonite,Perlino Verde,K3-7600,Clear,4000,121,50,253,253,252,1,0,Primary
Avonite,Pinon,F1-7912,Dune,4310,128,100,199,173,139,3.5,0,Primary
Avonite,Pistachio,K3-8450,Cameo,4120,116,84,250,250,248,2.5,0,Primary
Avonite,Platinum Gray,K3-7700,Thunder,4522,165,100,82,82,82,4.5,1,Primary
Avonite,Plumbic,F1-8290,Cameo,4120,116,84,250,250,248,2.5,0,Primary
Avonite,Polaris,F1-8256,Glacier,4111,134,90,253,253,252,3,0,Primary
Avonite,Pumice,F1-9032,Stone,4222,164,85,214,204,186,3,0,Primary
Avonite,Putty,F1-8288,Putty,4908,0,0,0,0,0,0,1,Primary
Avonite,Quick Sand,F1-7932,Beige,4228,113,100,211,189,151,3,0,Primary
Avonite,Rain,F1-8260,Rain,4913,0,0,0,0,0,0,1,Primary
Avonite,Raw Cotton,F1-9016,Stone,4222,164,85,214,204,186,3,0,Primary
Avonite,Recycled White,F1-8869,Winter,4101,171,90,253,253,252,3,0,Primary
Avonite,Red Rock,F1-7743,Rust,4424,156,91,118,62,31,4,1,Primary
Avonite,River Moss,F1-9058,Mesa,4604,142,93,39,33,29,4,1,Alternate
Avonite,Royal Sapphire,G3-1660,Clear,4000,121,50,253,253,252,1,0,Primary
Avonite,Ruby Glass,K3-8420,Clear,4000,121,50,253,253,252,1,0,Primary
Avonite,Saffron,K3-8410,Cameo,4120,116,84,250,250,248,2.5,0,Primary
Avonite,Saltando,F1-8820,Beach,4230,112,100,208,186,148,3,0,Primary
Avonite,Sandpiper,K1-6200,Beach,4230,112,100,208,186,148,3,0,Primary
Avonite,Sandstorm,F1-9036,Beach,4230,112,100,208,186,148,3,0,Primary
